,label,tweet_id,tweet_texts
853,sympathy_and_emotional_support,'591902871832133632',"RT @CathedralGeog: Magnitude 7.9 earthquake hits Nepal, inc. capital Kathmandu
http://t.co/I2vAMjsnP4
#RestlessEarth #GeographyNow http://t‰Û_"
854,donation_needs_or_offers_or_volunteering_services,'591902872020779008',
855,injured_or_dead_people,'591902872175939584',
856,donation_needs_or_offers_or_volunteering_services,'591902872557629440',RT @EconomicTimes: Rescuers clear the debris at Durbar Sqaure after an earthquake in Kathmandu (Image: AP) http://t.co/XHgbEMxUKC
857,not_related_or_irrelevant,'591902872599547905',"#TyoNews TV: 2 Dead, 100 Injured in Bangladesh From Nepal Quake: TV report: 2 dead, 100 injured in Bangl... http://t.co/rvSfkSpnUR #News"
858,other_useful_information,'591902872612274176',emergency in nepal... http://t.co/fX3t0Nv6yS
859,injured_or_dead_people,'591902872637415424',RT @meanugya: Stay safe everyone. We're so worried about earthquake in Nepal. A big loss. It is a big tragedy for all of us.
860,other_useful_information,'591902872641609729',"RT @Garimaa_: Indian Air Force is ready to help the people of Nepal #SaluteToArmy

#earthquake  #IndiaWithNepal"
861,other_useful_information,'591902872775696384',RT @TelegraphPics: In pictures: Man is lucky to be rescued as massive earthquake hits Nepal http://t.co/wmPv8yzmwJ http://t.co/79QJh8kTdI
862,not_related_or_irrelevant,'591902873266552832',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
863,sympathy_and_emotional_support,'591902873941843968',"RT @bbclysedoucet: ""I've never felt an earthquake like this in my entire life..biggest in 80 yrs"" BBC's @sandhakal #Nepal #NepalEarthquake ‰Û_"
864,injured_or_dead_people,'591902874403147776',
865,other_useful_information,'591902874835124224',RT @realpreityzinta: OMG ! 7.9 magnitude earthquake in Nepal &amp; parts of Northern &amp; Eastern India. I pray to God that everyone is safe _Ùª _Ùª #‰Û_
866,not_related_or_irrelevant,'591902875229421569',"""@AFP: #BREAKING Kathmandu's landmark Dharahara tower collapses after quake: witnesses"""
867,donation_needs_or_offers_or_volunteering_services,'591902875258888192',
868,other_useful_information,'591902875678179329',RT @indiantweeter: God bless Nepal  https://t.co/et5CC1eq1E
869,donation_needs_or_offers_or_volunteering_services,'591902875690868736',RT @reportedly: A building in Kathmandu crushed and toppled by #NepalQuake https://t.co/u9ucdA3Vr3 http://t.co/wkcuoJnUdI
870,missing_trapped_or_found_people,'591902875766235136',"@abpnewstv   Please help to contact to Takukot VDC, Gorkha District, Nepal..No any help arrived there while whole village is destroyed ther"
871,other_useful_information,'591902875967709184',"News: ""Earthquake in Nepal - in pictures"" http://t.co/Ot5iEh9mbH"
872,sympathy_and_emotional_support,'591902876026277888',@BBCSanjoyM @seemay Thanks Sanjoy. Lat-long readings place the 7.9 in or near Jaubari council area of Gorkha dist. Do let us know
873,missing_trapped_or_found_people,'591902876030476289',RT @MPNaveenJindal: Thoughts and prayers with people affected by the tragic #earthquake in Nepal &amp; in India.The details of death &amp; casualti‰Û_
874,injured_or_dead_people,'591902876135362560',RT @AP: BREAKING: At least 71 people killed in magnitude-7.9 earthquake in Nepal
875,other_useful_information,'591902876303171584',Strong earthquake strikes Nepal- At least 108 killed BBC NEWS http://t.co/eHYHQYKnzb
876,injured_or_dead_people,'591902876315717632',"Temples crumbling, apartment buildings not faring much better in Bhaktapur, #Nepal. #NepalQuake http://t.co/upDJiyXdEf"
877,donation_needs_or_offers_or_volunteering_services,'591902876546551808',"RT @cnnbrk: More than 150 people were killed in the capital, Kathmandu, following the powerful earthquake, official in Nepal. http://t.co/E‰Û_"
878,missing_trapped_or_found_people,'591902876709957632',indian govt should sent all possible help to nepal as soon as possible.it's my  humble request to your PM.
879,injured_or_dead_people,'591902877125316608',
880,donation_needs_or_offers_or_volunteering_services,'591902877498658816',
881,other_useful_information,'591902877771177984',RT @AP: BREAKING: At least 71 people killed in magnitude-7.9 earthquake in Nepal
882,injured_or_dead_people,'591902878161338368',RT @TelegraphPics: In pictures: Man is lucky to be rescued as massive earthquake hits Nepal http://t.co/wmPv8yzmwJ http://t.co/79QJh8kTdI
883,donation_needs_or_offers_or_volunteering_services,'591902878366826496',Our sincere prayers for the Nepal earthquake victims!
884,sympathy_and_emotional_support,'591902878828081152',Nepal's Home Ministry Says at Least 71 People Killed in the Earthquake: Nepal's Home Ministry says at least 71... http://t.co/umsoEPt5D3
885,sympathy_and_emotional_support,'591902878840655872',
886,other_useful_information,'591902878949707776',"RT @IndianExpress: 2 dead, 100 injured in Bangladesh from earthquake originating in Nepal: AP #earthquake More: http://t.co/Z1HjHdp9Dc http‰Û_"
887,donation_needs_or_offers_or_volunteering_services,'591902879318810625',RT @mdsulaimankhan: @ActorMadhavan Try to share as much as possible &amp; help people in nepal #earthquakehelpline http://t.co/m0BTnqH8v4
888,donation_needs_or_offers_or_volunteering_services,'591902880090587137',"RT @abpnewstv: #earthquake in Nepal leads to heavy destruction in Agra
Watch here: http://t.co/w3y4dmoryU http://t.co/DVvhlJaSRl"
889,injured_or_dead_people,'591902880153477120',"RT @ImranHSarker: UPDATE: Humanitarian crisis in Nepal. 100+ dead, toll may rises to 1000's. Prayers &amp; thought for Nepalese friends. http:/‰Û_"
890,other_useful_information,'591902880270921728',#Nepal it is very sad news to hear about the massive earth quick in a neighbour country may godess nature bless them
891,other_useful_information,'591902880438726657',RT @siobhanheanue: Kathmandu patan district. Old royal square devastated. http://t.co/Fq0CSRgeGM
892,donation_needs_or_offers_or_volunteering_services,'591902880451301377',Pray for people in #nepal.
893,other_useful_information,'591902880669437953',"TV: 2 Dead, 100 Injured in Bangladesh From Nepal Quake: TV report: 2 dead, 100 injured in Bangladesh from eart... http://t.co/O4podaqKhs"
894,donation_needs_or_offers_or_volunteering_services,'591902880807919616',"RT @latimes: At least 71 killed in Nepal earthquake, government says 
 http://t.co/WvrscFZA24"
895,donation_needs_or_offers_or_volunteering_services,'591902880824741888',"RT @WSJIndia: Nepal earthquake in maps, tweets and pictures. http://t.co/r2dutGFpMD http://t.co/wd4YCEfdyz"
896,other_useful_information,'591902880828760065',RT @MailOnline: Powerful 7.9 magnitude earthquake has rocked Nepal's capital Kathmandu http://t.co/aO0DKnGvh8 http://t.co/8DH6gECmng
897,injured_or_dead_people,'591902880900120577',RT @cdcathcart: BREAKING: Significant damage in Kathmandu after major earthquake strikes Nepal: http://t.co/c4JUZsCOxA http://t.co/euvmzSD7‰Û_
898,sympathy_and_emotional_support,'591902880958820352',"RT @timothylarge: Quake triggers #Everest avalanche, climbers at risk #earthquake #quake #Nepal http://t.co/LmGpbOYGh3 http://t.co/6xa2lQj0‰Û_"
899,not_related_or_irrelevant,'591902881436958720',Avalanche sweeps Everest in Nepal; 30 injured (from @AP) http://t.co/HYGFDIhZv7
900,donation_needs_or_offers_or_volunteering_services,'591902881554530304',"Strong earthquake rocks Nepal, damages Kathmandu - http://t.co/qgnUssbiIA"
901,other_useful_information,'591902881973833729',"RT @SRKFC_PUNE: @iamsrk : May Allah look after all. Here r the
emergency contact numbers for Nepal #IndiaWithNepal
http://t.co/goDj8e6qp8"
902,injured_or_dead_people,'591902882145918977',"RT @cnni: BREAKING: Reports of deaths, avalanches in aftermath of shallow, 7.9-magnitude #Nepal #earthquake. http://t.co/UpQAC9wk49"
903,other_useful_information,'591902882292609024',RT @iamsrk: ‰ÛÏ@googleindia: We‰Ûªve just launched a Person Finder instance to help track missing persons for the #Nepal earthquake‰ÛÓ&gt;http://t.c‰Û_
904,donation_needs_or_offers_or_volunteering_services,'591902882300997632',Earthquake in nepal !!!
905,missing_trapped_or_found_people,'591902883152568320',Pray for Nepal _Ùª_Ùª_Ùª
906,donation_needs_or_offers_or_volunteering_services,'591902883387297792',Latest pics sent to ANI from Kathmandu of #earthquake aftermath https://t.co/BvY5coGWt0 http://t.co/CxIClFLBUq
907,donation_needs_or_offers_or_volunteering_services,'591902884087738368',(#Houston_0998) Nepal's Home Ministry Says at Least 71 People Killed in the Earthquake: Nepal'... http://t.co/2AgVFUEMek (#Houston_0998)
908,other_useful_information,'591902884268126208',"RT @TigerNaMo: RSS Volunteers are leaving for Nepal..
#earthquake"
909,donation_needs_or_offers_or_volunteering_services,'591902884612149249',RT @HarrietTolputt: Oxfam team in Nepal are safe - and assessing the situation #earthquake
910,sympathy_and_emotional_support,'591902885060816896',
911,other_useful_information,'591902885253787648',
912,displaced_people_and_evacuations,'591902885375447040',RT @iamsrk: ‰ÛÏ@googleindia: We‰Ûªve just launched a Person Finder instance to help track missing persons for the #Nepal earthquake‰ÛÓ&gt;http://t.c‰Û_
913,sympathy_and_emotional_support,'591902885740347393',RT @Gurmeetramrahim: #MSGHelpEarthquakeVictims Shocked!!!hearing earthquake in Nepal n some parts of India. I pray to GOD to save His child‰Û_
914,missing_trapped_or_found_people,'591902885748715521',"(#Houston_0998) TV: 2 Dead, 100 Injured in Bangladesh From Nepal Quake: TV report: 2 dead, 100... http://t.co/ANFYrFgC2K (#Houston_0998)"
915,other_useful_information,'591902885958418432',"RT @ImranHSarker: UPDATE: Humanitarian crisis in Nepal. 100+ dead, toll may rises to 1000's. Prayers &amp; thought for Nepalese friends. http:/‰Û_"
916,donation_needs_or_offers_or_volunteering_services,'591902886151507968',"Magnitude-7.9 Quake Hits Nepal, Causing Big Damage, Injuries - Typical Indian http://t.co/jmauEV4lR2"
917,missing_trapped_or_found_people,'591902886637871104',Avalanche Sweeps Everest in Nepal; 30 Injured: Quake-triggered avalanche sweeps near Everest in Nepal; at leas... http://t.co/G6dmLlTUl6
918,sympathy_and_emotional_support,'591902887091032064',
919,sympathy_and_emotional_support,'591902887267028993',RT @BBCBreaking: Pictures from Kathmandu show damage of 7.9 magnitude #earthquake; reports of injuries http://t.co/HDOgZ7UDka http://t.co/y‰Û_
920,donation_needs_or_offers_or_volunteering_services,'591902887636172800',RT @akshaykumar: Sad 2 see this image of extensive damage due to the #earthquake in Nepal.My prayers with the victims &amp; their families http‰Û_
921,donation_needs_or_offers_or_volunteering_services,'591902887891972096',Matt has contacted his parents.  Is ok. Awful for nepal
922,donation_needs_or_offers_or_volunteering_services,'591902888005242882',"RT @Su4ita: Thankyou for all the retweets @SrBachchan sir. Once again guys, here are the contact numbers for Nepal, share, help. http://t.c‰Û_"
923,donation_needs_or_offers_or_volunteering_services,'591902888076546049',"RT @nalinisinghtv: Renowned Shri Pashupati Nath Temple complex in Kathmandu has sufferred no damage, is safe, acc to reports."
924,sympathy_and_emotional_support,'591902888609206272',"TV: 2 dead, 100 injured in Bangladesh from Nepal quake: DHAKA, Bangladesh (AP) ‰ÛÓ A TV report says that two peo... http://t.co/P4gZE6uGFg"
925,other_useful_information,'591902888739373056',RT @AP: BREAKING: At least 71 people killed in magnitude-7.9 earthquake in Nepal
926,donation_needs_or_offers_or_volunteering_services,'591902888755998720',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
927,sympathy_and_emotional_support,'591902889049591808',"RT @sambitswaraj: Earthquake helpline at the Indian Embassy in Kathmandu-+977 98511 07021, +977 98511 35141"
928,infrastructure_and_utilities_damage,'591902889427083264',RT @Ekendra: Thanks to @Google for launching Person finder in #Nepal http://t.co/1teUlwy4fs #earthquake #fb
929,donation_needs_or_offers_or_volunteering_services,'591902889519513600',RT @HarrietTolputt: Oxfam team in Nepal are safe - and assessing the situation #earthquake
930,other_useful_information,'591902889645252608',"RT @JulieMakLAT: Awful sight. Kathmandu's Darbar Square, a UNESCO World Heritage site, in ruins after today's earthquake. RT @rkarnad http:‰Û_"
931,donation_needs_or_offers_or_volunteering_services,'591902889846550528',
932,other_useful_information,'591902889926262784',Pray for Nepal _Ùª_ÙÈ
933,infrastructure_and_utilities_damage,'591902890064764928',Nepal earthquake: more than a hundred people dead - live updates | viaThe Guardian http://t.co/PUqGBFHr5s #Nepal #earthquake #environment
934,displaced_people_and_evacuations,'591902890114949120',Ripped down the middle! @ANI_news: Latest pics sent to ANI from Kathmandu of #earthquake aftermath http://t.co/74DSeGRd3s
935,donation_needs_or_offers_or_volunteering_services,'591902890169511936',
936,infrastructure_and_utilities_damage,'591902890253385729',"Massive quake hits Nepal, shakesåÊIndia http://t.co/XhDCKQNN66"
937,other_useful_information,'591902890479878144',RT @rizalzulkapli: Azim Afif: Malaysians at EBC are all safe. @501Awani #Kathmandu http://t.co/qKZsyqmzFO
938,donation_needs_or_offers_or_volunteering_services,'591902890937028608',
939,other_useful_information,'591902891495038977',RT @KatieHarrisonTF: While at church this morning I got a #Nepal earthquake email saying 'All staff accounted for'. Now I know what thanksg‰Û_
940,donation_needs_or_offers_or_volunteering_services,'591902891557847040',(#Houston_0998) Nepal's Home Ministry Says at Least 71 People Killed in the Earthquake: Nepal'... http://t.co/yHQS38Wa6Z (#Houston_0998)
941,injured_or_dead_people,'591902891918495744',"RT @narendramodi: We are in the process of finding more information and are working to reach out to those affected, both at home &amp; in Nepal."
942,donation_needs_or_offers_or_volunteering_services,'591902891918528512',RT @Amitbabbar21: @Gurmeetramrahim #MSGHelpEarthquakeVictims pitaji bless all the victims &amp; emergency telephone numbers for Nepal are http:‰Û_
